"genome","array_size","following_spacing_size"
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",30687,352981
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",55879,181449
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17719,295187
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17713,648687
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",37610,645062
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22711,633152
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23657,280992
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",31117,427987
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",48181,429032
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11675,384074
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15114,357194
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16913,279699
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16458,168845
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",3605,461477
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14269,612404
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21294,633517
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21084,289811
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",52066,443143
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33237,1414362
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",7972,128234
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29564,304960
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",1135,161134
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",30748,529359
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",54065,501109
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33206,636850
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17559,388861
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18490,250211
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21123,307950
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14416,519044
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14708,498064
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14547,212670
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25011,558484
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25233,417164
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26795,452114
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",31379,402571
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26417,537502
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20817,265600
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14544,488962
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16523,587049
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22540,459355
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21161,546613
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13915,617967
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",38982,681139
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12680,460021
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",8349,310122
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",3524,145966
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29549,569371
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11039,271976
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",10049,406570
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16864,417682
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20683,573110
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20295,411897
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",77767,201411
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",60117,179592
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",34774,226604
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",10180,242186
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16364,648338
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11739,126812
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",41479,326725
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",53700,163146
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23200,265223
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",37776,330454
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15361,363008
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15504,194611
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12870,190973
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15746,297082
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",850,425589
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21292,782984
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23576,653899
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15289,236090
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11593,451840
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17064,577372
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18619,566343
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20660,616073
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20909,832649
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24600,289866
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23576,658391
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16486,185850
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21474,518807
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19358,354501
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22414,574090
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",38061,383360
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",65525,402616
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11127,97647
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16976,638854
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22031,286346
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",28174,153880
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",863,305076
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",85365,212431
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11582,590028
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",36510,1566294
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25242,1279742
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17916,987899
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",68905,229253
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27182,130903
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26327,260814
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",103751,358435
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",81982,707326
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20033,236376
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27055,241165
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17312,206647
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21194,1007397
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19204,155267
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",35104,620969
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17628,442993
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25562,618847
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24744,208276
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15041,540506
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",39367,251557
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",4585,1001481
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",42821,1235271
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19328,213361
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12732,820504
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23667,566272
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11077,321470
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",7222,108565
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",37925,204367
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27835,184842
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24818,607517
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18577,338575
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",3909,859290
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19755,206152
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21864,368845
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",38465,371680
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13158,646195
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",9907,941122
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",6055,106020
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11805,474032
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16670,227020
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21483,786605
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",32665,NA
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12578,133948
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",6627,463244
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25631,499004
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33418,167736
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14993,625513
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15866,850126
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29647,361537
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",110508,542064
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18006,449534
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13822,913440
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20907,314423
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",70958,478667
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15134,625044
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",780,363205
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20809,323018
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18069,325199
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18622,496711
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18967,75027
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",2511,386643
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27556,1153028
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17650,451126
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19452,108620
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19293,340251
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33505,720753
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19761,428986
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",5695,276971
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12101,338245
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27633,272468
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22073,453643
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19566,459460
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",41623,728617
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14673,935308
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",61191,209340
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17106,671521
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21957,476483
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11447,245240
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12977,378667
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",43514,333247
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15837,464310
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17316,281549
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",4790,162226
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13694,597443
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",129816,254474
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24840,143544
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",36288,114780
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21815,307680
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22255,779170
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",10602,870008
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",43421,444805
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15203,366384
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29264,489998
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25289,449967
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14996,404867
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14962,296008
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13109,687009
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12281,479624
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13836,249691
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26254,492474
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17415,644872
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33707,581532
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16034,530169
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",10599,922156
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",114267,670321
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24665,441236
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",14486,458246
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26881,291361
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22739,468646
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17796,533920
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22289,458510
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23740,276503
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26900,507025
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22385,196059
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11118,88263
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18221,167621
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",35083,278518
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29309,185944
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24633,111520
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",35312,196358
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",89501,398702
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",4959,77901
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12317,509310
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",32238,148508
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24840,609489
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",8802,260319
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27175,134458
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",6065,501356
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",28062,767910
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23512,372171
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22662,662550
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22242,567997
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18272,443246
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",32161,499347
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",35196,460799
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33536,204723
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",10588,368280
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29017,230607
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",9696,497632
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20778,353254
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18006,263082
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",4842,78606
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",17104,591141
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20242,226710
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",72631,775682
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11315,468203
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29820,463535
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",41405,444734
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",11623,573197
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20494,490160
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",36125,374593
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",19315,371771
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",3823,177546
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15973,515406
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18026,503360
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15906,187524
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18487,1066647
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13149,249952
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",30646,233879
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",33975,544397
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27729,353895
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18848,696910
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25019,484034
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",47545,608626
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",28053,416052
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",79472,702351
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18330,267521
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",979,127904
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25541,517691
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",29643,504737
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",7759,351917
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12433,246245
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",77185,441394
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",9956,620334
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16349,218770
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",30171,536082
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",30831,559947
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12664,890008
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13275,513344
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18289,888288
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18714,161798
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27316,557115
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",36474,404136
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",28095,230239
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",1892,161272
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",2302,418881
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",25614,521097
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",31035,320748
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",12519,336540
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22524,415857
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13362,636277
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20919,196525
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",32390,434127
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18136,729424
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27680,302889
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",4496,86009
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16193,222151
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24089,429854
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13039,277985
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21659,550304
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",36152,222266
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21105,344669
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",1610,247724
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",34162,649511
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",116089,334780
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27028,333218
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",28496,167185
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27496,458572
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23918,266622
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",41341,135924
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",15728,433889
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",26919,180543
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",4153,464848
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13695,115273
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",34763,1538570
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",22993,245574
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",31938,597552
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",3876,359695
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",27480,194035
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",24997,925291
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",85256,510251
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",75692,186542
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",21406,99994
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",23396,362899
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",36382,162045
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",13238,533572
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",20969,468124
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",61587,251215
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",41105,639912
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",28069,188271
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",40052,2158035
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",61823,198429
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",32371,732559
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18519,150807
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",18518,457840
"Rhync_ciliata_6041A.hic.hap1.out_JBAT.FINAL.chr",16680,422527
