"genome","array_size","following_spacing_size"
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",29446,255229
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10429,647395
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15584,375214
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8611,150905
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11996,433845
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",38141,287266
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11207,1088759
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22144,198561
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12184,743273
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4020,652310
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12821,516570
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2543,92987
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10701,334734
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13057,880678
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11452,664711
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5733,500894
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5026,409573
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4093,346933
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22466,199560
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",44094,237290
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12520,306244
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1026,259430
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7808,666367
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",33839,658887
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17178,998093
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18686,495457
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10556,540467
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8639,410675
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9466,779581
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5218,857825
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8890,369103
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8394,1000497
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9993,166269
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14910,444555
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5472,225616
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",19369,611289
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12607,509793
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",33539,249112
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10081,419102
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8604,399034
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10770,637297
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2969,603129
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11515,225072
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16269,419091
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5306,394568
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16646,224688
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5311,377455
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",28063,241296
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5836,648442
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10383,582300
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15508,102607
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3954,230313
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4842,232796
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1000,115164
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6940,101091
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8240,484381
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13215,307039
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9992,71859
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5878,783597
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9964,344844
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17413,508051
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3259,439671
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",28499,154319
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20085,214898
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10528,512901
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",48242,341837
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5544,827791
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7974,664436
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12690,617285
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14415,444706
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4850,221917
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9570,415065
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15789,552879
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9188,553550
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8611,418134
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11250,318637
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",24454,112984
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20414,533162
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7890,311081
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",53731,666448
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14949,256707
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9840,437726
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9105,468890
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11168,1073510
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14499,579301
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4883,364157
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13185,740299
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10725,343564
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18703,755890
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10802,799343
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18676,373340
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1266,273447
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11711,622648
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6107,377126
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",23022,692626
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13280,827501
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8780,1554524
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11659,571267
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13773,1420344
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8687,562549
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16437,445854
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10684,592806
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11392,179618
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",42838,592482
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15080,134589
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6404,601772
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9875,479120
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14711,462251
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9228,293998
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",27038,221354
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7068,421756
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8571,452615
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",23035,319428
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",36032,1385251
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8826,343984
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8109,648590
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7070,98309
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9563,270656
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",688,344646
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10685,1050855
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5353,101092
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14351,547730
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10150,687915
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9435,729736
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15859,696797
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3726,283451
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11098,293742
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11227,349434
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10793,374389
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",47422,606677
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",23980,646790
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",647,292680
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1375,509611
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12010,828181
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",32692,183831
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5644,229555
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9687,421638
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7313,649677
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18193,372851
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9668,923186
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",26523,1354143
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11799,295386
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",24621,113689
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18553,514886
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",572,186519
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10805,246308
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7250,591157
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",990,1262478
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10981,184567
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",29527,299183
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14043,718384
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6763,566318
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7340,310270
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11241,372506
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",864,839775
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8356,297690
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16811,502249
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9016,541576
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10762,219696
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9486,708336
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11408,645245
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2598,268766
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",24161,918892
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7640,651821
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",150369,394109
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22651,365472
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8991,219684
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20610,181222
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12592,172512
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5800,650240
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",523,594963
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14250,904046
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12763,1010713
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8273,255293
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14725,281176
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13359,482975
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",19367,346801
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1702,556790
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2493,252623
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2983,433443
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12607,458982
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8252,722884
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18933,843327
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9755,491688
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6918,577199
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11544,510618
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",604,79088
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6245,294970
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13049,716712
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14779,281668
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22126,299771
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6937,686592
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6770,1048849
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3723,443969
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9572,305587
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1911,826944
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5161,352255
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14716,659114
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5270,212741
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1828,406880
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9262,179387
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11239,127260
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20899,815454
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13377,319696
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13297,313465
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2353,840806
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10124,217250
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5808,182813
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15456,342998
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10924,707704
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10248,176888
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7613,267614
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8284,181905
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4817,895332
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10885,881726
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",33462,977680
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",38577,403663
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6323,307825
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",82669,151148
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6663,999793
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4337,387751
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",694,102896
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3737,298085
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3206,257230
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7266,605061
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10684,459946
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14290,753684
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7504,594943
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9898,666401
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",21210,385668
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10439,760105
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10589,320660
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12973,330140
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13860,1701801
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",55458,341672
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3431,306204
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11752,1386460
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",29274,453859
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9548,271502
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16708,575846
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8081,510403
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",67709,424390
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18988,222954
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9940,88826
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1230,188328
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3336,1152296
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6781,154780
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12143,346991
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9553,101568
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10690,378324
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17396,668686
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11403,432695
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",23205,282226
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14278,258303
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17920,716500
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6576,371178
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11679,147702
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8735,556929
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12137,882844
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22327,698270
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",21961,557287
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",46411,268853
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2023,378051
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9062,399695
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11553,442289
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12095,479891
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7901,610506
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12572,314944
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7551,380458
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6081,452911
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8733,137859
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",28515,677395
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12092,339579
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2493,154161
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4282,231466
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",3836,407967
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1532,100489
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",596,NA
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13834,114885
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",515,410606
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12470,808200
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",712,187988
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5796,638480
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18621,208496
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18671,358617
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",36324,629723
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20444,447919
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14933,263798
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10964,465113
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5359,276765
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16766,207852
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8210,390257
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14894,1012799
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11340,222242
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16917,799775
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",40439,428042
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10384,296059
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11472,566031
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",35926,530749
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11748,214016
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14609,821148
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12767,573770
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11911,569653
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",51095,241463
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13095,470839
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10823,325995
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4307,298596
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7087,314317
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9406,298907
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5132,623208
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",14082,220905
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11838,330274
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1328,318594
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4547,333428
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7407,63035
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1246,659143
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22480,488934
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",31490,630706
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",19161,497610
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10515,576356
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6543,543375
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13946,78209
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10461,294566
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10674,380621
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",19949,201656
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8626,1267878
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8256,1300405
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20991,251516
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",31688,327644
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8009,468342
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",40656,252446
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2902,288079
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13978,242378
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13462,449178
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11548,647824
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17445,351162
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",5893,205543
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1010,152703
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7399,419114
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7805,110266
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13221,479108
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7335,788455
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10120,430790
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15339,384722
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",831,450877
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",51726,310858
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16972,612332
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",46795,259222
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8420,827824
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7672,714226
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11029,628061
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18996,411897
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4695,240929
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11306,250397
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12601,647783
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10604,501300
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",25762,457328
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17669,390600
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16890,82417
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",2635,90981
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17552,591984
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8252,409168
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",46019,467540
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16792,465529
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9983,413404
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",13281,567604
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10837,668023
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8529,621645
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4104,350995
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12789,799929
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10982,279566
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17679,669075
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",17899,731580
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8569,434510
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",1345,273901
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10778,547958
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6066,476699
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",11507,544502
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",9184,846626
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",20303,821340
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12135,871054
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12448,780091
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",7021,642784
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",18642,552900
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",10712,643692
